ID,Date,Text,Likes,Retweets,Metadata
0,2023-03-15 19:50:23+00:00,"@Echopeus @MariuszDyminski @PeterDClack Therefore, value of -0.312 for a temp anomaly suggests that avg temp for the particular month or year was 0.312 standard deviations below the average temperature for the reference period.

This will be global avg/regional avg.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-15 04:47:19+00:00,"@aarmel @CrowdsrcNews @WallStreetSilv If I were the fiduciary that donated that money no matter the charity. I would assume I’d be fired no? A bank is not a charity case, except for this ironic case.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-15 01:21:15+00:00,@aarmel @CrowdsrcNews @WallStreetSilv That’s two good sized companies that don’t need to be bailed out by insurance from people under FDIC,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-15 00:27:07+00:00,@aarmel @WallStreetSilv So why not spend it to some meaningful way like donating to east Palestinian people?,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 21:42:49+00:00,@soren_backman @PeterDClack These findings have implications for our understanding of global climate dynamics during the last glacial period.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 21:38:57+00:00,@aarmel @PeterDClack We are burning carbon that was laid down in the Devonian.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 20:49:55+00:00,@aarmel @PeterDClack https://t.co/xbWKssaSVs,0,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
0,2023-03-14 20:49:07+00:00,@aarmel @PeterDClack https://t.co/5mqJxUKzLM,0,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
0,2023-03-14 20:28:34+00:00,@aarmel @PeterDClack Why is it important?  So that this minor change can be misrepresented?  The equator countries benefit the most from the increase in CO2: https://t.co/3RKhzuhXmO,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 13:24:28+00:00,@aarmel @PeterDClack There has been events with probably 5 - 10 degrees change in decades in the latest 10 000 years.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 13:22:50+00:00,@aarmel @PeterDClack Thats not true at all: https://t.co/xbWKssbqL0,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 10:09:15+00:00,@aarmel @PeterDClack Pure rubbish!,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 09:49:47+00:00,@aarmel @ProfPCDoherty Not sure that’s the investment strategy they used to get super rich.  If it is you would also see them buying the “next waterfront properties” after sea level rises,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 09:41:37+00:00,"@aarmel @PeterDClack This is false. There were many periods of warming with the similar (and greater) rate and extent during the Holocene. The alleged unprecedentedness of recent warming is a statistical bs, mostly splicing of some low resolution (bad) temperature proxies with instrumental records.",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 08:50:45+00:00,@aarmel @PeterDClack https://t.co/PY1EQMl1Yc,1,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
0,2023-03-14 08:48:03+00:00,@aarmel @PeterDClack https://t.co/PfYAQWAsQ2,1,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
0,2023-03-14 03:09:04+00:00,@aarmel @PeterDClack ‘Unprecedented’.  Ever?,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 00:58:26+00:00,"@aarmel @PeterDClack The key fallacy in your statement is the use of the word “recent” without specify what you mean by it. Studies indicate that glacial periods can begin with precipitous drops in temperature during a single decade. We are perilously close to exactly that, so bring on the warming.",3,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
0,2023-03-14 00:43:29+00:00,"@PeterDClack The current warming trend is expected to significantly delay the onset of the next ice age, which would not be expected for tens of thousands of years even without human-induced climate change.",3,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-20 19:49:32+00:00,@AlexeyZiskin @rpezer1 @AK_Meier @KoudijsHenk @Martin__Sauter @orwell2022 @prof_freedom @fctch3ck1 @SCB_nyheter @hmatejx @OS51388957 No but any slow down will unlikely manifest itself noticeably in 3 years.,3,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-20 19:42:47+00:00,"@AlexeyZiskin @pafournier @Marco_Piani Would be nice, even admirable for people to admit they were wrong",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-20 19:33:53+00:00,@dobssi @rpezer1 @AK_Meier @KoudijsHenk @Martin__Sauter @orwell2022 @prof_freedom @fctch3ck1 @SCB_nyheter @hmatejx @OS51388957 The trend is somewhat of an illusion that distorts the reality. You can't expect to keep extending LE indefinitely.,3,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-20 18:54:41+00:00,@AlexeyZiskin @sante_qc 😂 Moi c’est cliche recemment ca pris 1 an et demi 🤷‍♀️,2,0,"{'iso_language_code': 'fr', 'result_type': 'recent'}"
1,2023-03-20 18:42:54+00:00,@AlexeyZiskin @sante_qc Ben a cause de toi je viens de revoir ce bricolage de chiffres encore. C’est pas bon pour ma santé.. 😂,2,0,"{'iso_language_code': 'fr', 'result_type': 'recent'}"
1,2023-03-20 18:03:07+00:00,"@AlexeyZiskin @sante_qc Ils comptent pas le weekend, du coup le reste de la semaine ils rattrapent. Les chiffres sont fantaisistes pareil car ils annoncent plus de décès qu'il n'y a de gens en SI pour covid. Ils comptent ""dc covid"" toute personne testée dans les x dernières semaines... C'est risible.",1,0,"{'iso_language_code': 'fr', 'result_type': 'recent'}"
1,2023-03-20 16:03:43+00:00,@KoudijsHenk @PienaarJm @MLevitt_NP2013 👇 https://t.co/7pBsyarPcf,0,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
1,2023-03-20 16:01:45+00:00,@AlexeyZiskin God help us if mRNA is the vaccine tech of choice going forward.,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-20 15:21:21+00:00,@AlexeyZiskin @sante_qc 🤣🤣🤣,0,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
1,2023-03-20 15:17:33+00:00,@AlexeyZiskin @sante_qc Tu a oublié ton cerveau,3,0,"{'iso_language_code': 'fr', 'result_type': 'recent'}"
1,2023-03-19 21:02:07+00:00,"@AlexeyZiskin @dobssi Alexey, as @pieterstreicher showed (estimates by experts from @Folkhalsomynd), were precise enough to proceed as they did (I checked this in the summer of 2020 since I did some modeling then).
🇸🇪 was 1st country to be exposed to curative bed collapse due to the smallest capacity! https://t.co/zX1MwHmqvj",4,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 19:52:28+00:00,@AlexeyZiskin Rinvoq was approved in 2022 sport.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 19:49:13+00:00,@AlexeyZiskin @_Kodos_ @digregjf @orwell2022 @Alouettes86 You know no one who staffed an ER during the Covid-19 peaks and it shows.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 19:15:21+00:00,"@AlexeyZiskin This “mostly useless” research has already alleviated some of my wife’s worst LC symptoms: Rinvoq has ~100% cleared her Covid-induced atopic dermatitis, &amp; Xolair has brought relief from the continuous itching. But do go on re a subject of which you are clearly perfectly ignorant.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 18:28:32+00:00,"@AlexeyZiskin @KoudijsHenk @MLevitt_NP2013 So you don't agree, that's fine",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 18:20:19+00:00,@AlexeyZiskin @KoudijsHenk @MLevitt_NP2013 The whole thing must be top 5,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 18:19:21+00:00,"@AlexeyZiskin @Jean__Fisch I am referring to the Swedish public health agency estimates which went from 0.3% to 0.58% as more data became available.

Here is their report that estimated 0.58%:

https://t.co/rqrf82tc87",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 18:12:34+00:00,@AlexeyZiskin @KoudijsHenk @MLevitt_NP2013 Now that is sad. I love technology,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 18:05:57+00:00,"@AlexeyZiskin @KoudijsHenk @MLevitt_NP2013 Yes, but IMHO, leave all the repeats and do the encore of 2nd movement as demanded at 1st performance of this symphony.
Young people have only so much time",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 17:51:31+00:00,"@AlexeyZiskin @KoudijsHenk @MLevitt_NP2013 I want a 2nd movement repeat, don't you?",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 17:50:42+00:00,"@PienaarJm @KoudijsHenk @MLevitt_NP2013 Luckily, he takes the 3rd mvt repeat in all of his performances - it’s really essential IMHO.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 17:26:52+00:00,@AlexeyZiskin @UofT A parent in my school is also determined having long Covid without Covid (neg. antibody tests). She was terrorizing our school with “close the school” and mask kids demands and ignores the MD advice to seek psychotherapy. Crazy. She took 4 more ladies down in her bubble.,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 17:06:56+00:00,@AlexeyZiskin It doesn’t matter how much evidence you show to people. After three years they are lost and can be misused to make more money. It’s an eco system. Worse than scam.,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 17:00:17+00:00,@orwell2022 People suffering from long Covid go for blood tests &amp; other tests and what do they find? NOTHING. Absolutely nothing. It’s a SCAM.,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 15:09:27+00:00,"@AlexeyZiskin Correct. The victims are lost and ignore whatever the blinded high quality RCTs evidence is showing (no difference or even higher rates in C19 negative arms). They demand medical therapy. That's what they will get and pharma gets the profits.

https://t.co/7XTdcNtC1C",2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 15:05:30+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky @digregjf @orwell2022 If you weren’t conclusion shopping, this would have taken you half a minute to find:
https://t.co/iZgF5XEYyC",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 14:33:46+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky @digregjf @orwell2022 There’s some evidence that the size of the innoculum correlates w/the severity of the disease. Do you believe that an airborne vector cannot also be droplet borne?  Further, do you believe that a droplet holds fewer virions than an airborne particle?",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 14:26:28+00:00,@AlexeyZiskin @ArtKorenevsky @JayBee2Ewe @digregjf @orwell2022 News flash..Costco on Bridge got rid of the plexiglass!!,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 14:06:14+00:00,@AlexeyZiskin @digregjf @orwell2022 @Alouettes86 @ArtKorenevsky Fatalism is great for undergrad philosophy majors but it no way to do public health.,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 13:57:06+00:00,"@AlexeyZiskin @digregjf @orwell2022 @Alouettes86 @ArtKorenevsky The point being they wear them all day long and are not dropping like flies from suffocation or inhaling bacteria/mold/fungus/phlogiston/Morgellon’s fibers/WhateverTF &amp; they are not socially stunted…well, most of them anyway. ;-)",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 12:38:58+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky I live for puns, even calumnious 💩ty ones.",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-19 01:44:40+00:00,@AlexeyZiskin @JayBee2Ewe @orwell2022 @ArtKorenevsky Wow..u guys still going at it??..lol..Alexey u won't change Maskman's mind no matter what..let him stay under his 🛌...it might be safe enough for him as long as he keeps his mask on.,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:42:17+00:00,@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky Susceptibility is *Magic*❗️🪄,1,0,"{'iso_language_code': 'tl', 'result_type': 'recent'}"
1,2023-03-18 23:37:13+00:00,"@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky If you ever see a bad, unvaccinated case of Covid up close and witness its aftermath, you won’t be so cavalier about a RR of 0.33, I promise you.",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:22:20+00:00,@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky You can’t make a fair assessment of the man without considering his whole career.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:20:49+00:00,@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky I’ve pointed you to the studies at least twice. 🤷‍♂️,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:19:51+00:00,@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky I wore a two layer high thread count cloth mask with a pocket for a HEPA filter while I was my wife’s sole caregiver through a bad case of Covid. I spent significant time in her sick room talking with her. I did not get Covid as confirmed by PCR. 🤷‍♂️,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:16:11+00:00,@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky Not respirators. Several RCTs show statistically significant reduction in spread of respiratory viruses when worn properly and consistently.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:16:09+00:00,@AlexeyZiskin @JayBee2Ewe @Alouettes86 @ArtKorenevsky Correction is also the opposite way. One must question that ability of the cult people to grasp even the most basic reality of outcome. https://t.co/y7YgSdOj6D,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:10:23+00:00,"@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky Did you miss that he, personally, developed a Tx for vasculitis that saved countless lives?  He was first in his class at Cornell Weill.  He is first author on at least 169 papers. He treated PTs in his clinical practice throughout his career up until he

1/2",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 23:02:35+00:00,"@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky Masking is an odds game. AS IT TURNED OUT, only respirators properly fit and consistently worn make an appreciable difference in slowing the spread, but even they are by no means perfect.  Even if cloth masks make only a negligible

1/2",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 21:35:33+00:00,@AlexeyZiskin @JayBee2Ewe @orwell2022 @ArtKorenevsky Trump should have fired his ass!,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 21:14:44+00:00,"@AlexeyZiskin @orwell2022 @Alouettes86 @ArtKorenevsky You have nothing to say about his vasculitis Tx, HAART, PrEP, PEPFAR, and a whole host of other diseases NIAID addressed under his direction? Why not?",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 19:23:24+00:00,@KoudijsHenk @PienaarJm @MLevitt_NP2013 Carlos doesn’t look at all like Erich. He kind of resembles Alban Berg though…,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 17:09:17+00:00,"@AlexeyZiskin @orwell2022 @JayBee2Ewe @Alouettes86 @ArtKorenevsky I've talked to several people who've had personal interactions with Fauci.

He's personable, but ruthless when you try to deny him what he wants.",2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 16:49:43+00:00,@AlexeyZiskin @JayBee2Ewe @Alouettes86 @ArtKorenevsky https://t.co/Sj39LlHr91,2,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
1,2023-03-18 16:42:58+00:00,"@AlexeyZiskin @JayBee2Ewe @Alouettes86 @ArtKorenevsky Fauci’s competencies have been well summarized by clever people in the past. 

https://t.co/6wHSdOT85i",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 16:41:16+00:00,"@JayBee2Ewe @Alouettes86 @ArtKorenevsky That being said, I believe the vaccines were an important tool pre-Omicron for the elderly (&gt;70) and the vulnerable. Based on the empirical data, I have serious doubts about their efficacy in the Omicron era.
And young adults &amp; children should NEVER have been coerced into vax.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 10:00:39+00:00,@AlexeyZiskin @Alouettes86 @ArtKorenevsky 🤷‍♂️ https://t.co/7AzVNiCRtx,1,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
1,2023-03-18 07:12:13+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky Sedulously clinging to that lie. He *personally* discovered a Tx for vasculitis. He authored or coauthored over 1,300 research papers. He maintained a clinical practice the entire time he was at NIAID.
https://t.co/qBRdLqtj9j",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 02:51:09+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky Mullis took too much acid and fried his brain. He insisted up until his death that HIV doesn’t cause AIDS even after effective Tx targeting the virus had been developed, fielded and saved lives.
https://t.co/abqOWEYlYS",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 02:24:23+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky Lol is the best medicine.
(Except for mRNA vaccines, I mean. ;-)  )",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-18 00:13:46+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky (Check the publication date—he obv went off the rails some time before that.  While you’re there, read the paper for a good laff/sad head shake at a great mind gone bad.)",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 23:24:47+00:00,@AlexeyZiskin @orwell2022 They don't want to go physically in the office.  The symptoms disappear when they work from home.😝😝,2,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 22:27:29+00:00,@AlexeyZiskin @JayBee2Ewe @ArtKorenevsky Trump should have fired his ass when he had the chance.,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 22:10:59+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky Up until June 1, 2009, sure, but then he went off the rails.
https://t.co/BM2xohJhhk",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 22:07:26+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky No, you’ll just cast unsubstantiated aspersions. 👌",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 22:01:18+00:00,"@JayBee2Ewe @Alouettes86 @ArtKorenevsky Like I said already, he’s really a very astute politician!",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 21:59:59+00:00,@JayBee2Ewe @Alouettes86 @ArtKorenevsky And this👇 https://t.co/Bt89KXu9YH,0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 21:54:03+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky He retired from the NIAID directorship in December, chief. He’s sitting on his ass, not a pile of money. If folks aren’t shitting on him now it’s because they don’t have anything shitry to say about him.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 21:28:20+00:00,"@JayBee2Ewe @Alouettes86 @ArtKorenevsky Now, I won’t be the judge, I’m not an ID doctor. I’m just telling you what has been said privately, between some ID specialists.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 21:18:54+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky Dood, Kary Mullis didn’t believe HIV causes AIDS. Give him all the credit in the world for PCR, but he knew fsck-all about ID.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 21:11:09+00:00,@AlexeyZiskin @JayBee2Ewe @Alouettes86 @ArtKorenevsky https://t.co/HrhrhYcwDK,0,0,"{'iso_language_code': 'und', 'result_type': 'recent'}"
1,2023-03-17 20:53:45+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky The Feynman Lectures on Physics are aces.  👍

I’m not arguing for the ad verecundiam fallacy; I just want you to show some got damned respect for the man’s many accomplishments.",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 20:44:24+00:00,@AlexeyZiskin @Alouettes86 @ArtKorenevsky I’m not telling you not to be skeptical; I’m telling you that the guy you seem to want strung up isn’t the sociopath/sadist/ignoramus you are painting him to be.,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 20:28:11+00:00,"@AlexeyZiskin @Alouettes86 @ArtKorenevsky It is a hallmark of D-K casualties that they think they know as much as subject matter experts. How far can you get into this paper before your eyes roll back in your head? https://t.co/H5bC9diO52

Your logic is…flawed. Without

1/2",0,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 19:23:36+00:00,@AlexeyZiskin @JayBee2Ewe @ArtKorenevsky Flush these guys...waste of precious time...even on a rainy day.,1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
1,2023-03-17 19:22:08+00:00,"@JayBee2Ewe @Alouettes86 @ArtKorenevsky lack of oxygen to the brain from extensive N95 wearing.
😂😂😂",1,0,"{'iso_language_code': 'en', 'result_type': 'recent'}"
